,instance_id,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,obtained_date,valence,music_genre
19348,87960.0,Skillet,The Resistance,64.0,0.000526,0.483,232067.0,0.941,3.5e-06,D,0.31,-3.5980000000000003,Minor,0.0575,156.033,4-Apr,0.503,Alternative
36042,30503.0,Skillet,The Last Night,55.0,0.0253,0.358,210787.0,0.856,0.0,D,0.233,-2.934,Major,0.0471,169.81,4-Apr,0.542,Rock
19016,78195.0,Skillet,Feel Invincible,68.0,0.00045,0.603,229933.0,0.8859999999999999,0.0,F,0.26,-3.777,Minor,0.0837,126.025,4-Apr,0.395,Alternative
28290,84035.0,Skizzy Mars,Greedy,56.0,0.085,0.7609999999999999,195213.0,0.748,1.01e-06,B,0.083,-4.944,Minor,0.178,94.037,4-Apr,0.51,Rap
45925,26364.0,Skizzy Mars,Do You There (feat. Marc E. Bassy),58.0,0.0191,0.523,287667.0,0.8420000000000001,0.0,C#,0.139,-5.529,Minor,0.165,149.974,4-Apr,0.4429999999999999,Hip-Hop
26627,54201.0,Skizzy Mars,Recognize (feat. JoJo),51.0,0.0868,0.738,189747.0,0.69,0.0,F,0.104,-5.837000000000001,Major,0.0715,?,4-Apr,0.426,Rap
27009,69194.0,Skizzy Mars,Hit Me Harder (feat. Jaymes Young),51.0,0.163,0.491,-1.0,0.675,0.00176,G,0.132,-7.152,Major,0.0829,87.22200000000001,4-Apr,0.665,Rap
48230,78088.0,Skizzy Mars,Recognize (feat. JoJo),51.0,0.0868,0.738,189747.0,0.69,0.0,F,0.104,-5.837000000000001,Major,0.0715,100.022,4-Apr,0.426,Hip-Hop
48765,70554.0,Skizzy Mars,Greedy,56.0,0.085,0.7609999999999999,195213.0,0.748,1.01e-06,B,0.083,-4.944,Minor,0.178,94.037,4-Apr,0.51,Hip-Hop
25258,42023.0,Skizzy Mars,Do You There (feat. Marc E. Bassy),58.0,0.0191,0.523,287667.0,0.8420000000000001,0.0,C#,0.139,-5.529,Minor,0.165,149.974,4-Apr,0.4429999999999999,Rap
45948,32814.0,Skizzy Mars,Hit Me Harder (feat. Jaymes Young),51.0,0.163,0.491,232963.0,0.675,0.00176,G,0.132,-7.152,Major,0.0829,87.22200000000001,4-Apr,0.665,Hip-Hop
47348,27649.0,Slaughterhouse,Psychopath Killer,51.0,0.0999,0.633,319893.0,0.85,0.0,G#,0.107,-4.385,Major,0.271,119.929,4-Apr,0.191,Hip-Hop
25158,26173.0,Slaughterhouse,Psychopath Killer,51.0,0.0999,0.633,-1.0,0.85,0.0,G#,0.107,-4.385,Major,0.271,119.929,4-Apr,0.191,Rap
39000,24064.0,Sleeping Wolf,New Kings,63.0,0.0147,0.5579999999999999,234613.0,0.8170000000000001,0.000102,E,0.384,-3.619,Major,0.0481,76.00399999999999,4-Apr,0.429,Rock
15355,25312.0,Sleeping Wolf,New Kings,56.0,0.0147,0.5579999999999999,234613.0,0.8170000000000001,0.000102,E,0.384,-3.619,Major,0.0481,76.00399999999999,4-Apr,0.429,Alternative
47652,52420.0,Slick Rick,Street Talkin',56.0,0.0584,0.936,221200.0,0.484,0.0,F,0.0983,-7.829,Minor,0.332,101.765,4-Apr,0.8390000000000001,Hip-Hop
16541,61602.0,Slick Rick,Street Talkin',52.0,0.0584,0.936,221200.0,0.484,0.0,F,0.0983,-7.829,Minor,0.332,101.765,4-Apr,0.8390000000000001,Alternative
29226,49442.0,Slipknot,Surfacing,59.0,0.0004559999999999,0.4429999999999999,218093.0,0.993,0.0437,B,0.307,-4.517,Minor,0.1009999999999999,106.875,4-Apr,0.276,Rap
15258,35312.0,Slipknot,Surfacing,58.0,0.0004559999999999,0.4429999999999999,218093.0,0.993,0.0437,B,0.307,-4.517,Minor,0.1009999999999999,106.875,4-Apr,0.276,Alternative
30001,78045.0,Slipknot,"Vermilion, Pt. 2",66.0,0.3339999999999999,0.589,224320.0,0.442,0.000424,E,0.0987,-8.517000000000001,Major,0.0291,122.68799999999999,3-Apr,0.0904,Rap
26566,85867.0,Slipknot,Spit It Out,65.0,0.0309,0.331,159773.0,0.946,5.62e-06,G,0.254,-4.599,Major,0.0775,139.965,4-Apr,0.534,Rap
29957,29559.0,Slipknot,Left Behind,61.0,7.03e-05,0.2289999999999999,241467.0,0.994,0.00548,F#,0.318,-3.431,Major,0.22,156.623,4-Apr,0.115,Rap
27424,81411.0,Slipknot,Duality,76.0,0.000237,0.354,252613.0,0.982,0.000294,E,0.204,-3.026,Minor,0.168,143.77200000000002,4-Apr,0.1939999999999999,Rap
27758,58565.0,Slipknot,The Negative One,58.0,0.0002,0.505,325171.0,0.979,0.00135,C,0.3339999999999999,-1.665,Major,0.0715,108.2,4-Apr,0.312,Rap
18374,81303.0,Slipknot,Spit It Out,63.0,0.0309,0.331,159773.0,0.946,5.62e-06,G,0.254,-4.599,Major,0.0775,139.965,4-Apr,0.534,Alternative
28191,69001.0,Slipknot,People = Shit,62.0,5.8e-05,0.462,215600.0,0.996,0.00377,B,0.139,-2.9730000000000003,Minor,0.231,122.072,4-Apr,0.145,Rap
17455,33537.0,Slipknot,Left Behind,59.0,7.03e-05,0.2289999999999999,241467.0,0.994,0.00548,F#,0.318,-3.431,Major,0.22,156.623,4-Apr,0.115,Alternative
18668,32556.0,Slipknot,Duality,73.0,0.000237,0.354,252613.0,0.982,0.000294,E,0.204,-3.026,Minor,0.168,143.77200000000002,4-Apr,0.1939999999999999,Alternative
18426,79003.0,Slipknot,"Vermilion, Pt. 2",64.0,0.3339999999999999,0.589,224320.0,0.442,0.000424,E,0.0987,-8.517000000000001,Major,0.0291,122.68799999999999,3-Apr,0.0904,Alternative
18738,73902.0,Slipknot,The Negative One,57.0,0.0002,0.505,325171.0,0.979,0.00135,C,0.3339999999999999,-1.665,Major,0.0715,108.2,4-Apr,0.312,Alternative
16439,79874.0,Slipknot,People = Shit,61.0,5.8e-05,0.462,215600.0,0.996,0.00377,B,0.139,-2.9730000000000003,Minor,0.231,122.072,4-Apr,0.145,Alternative
17530,65010.0,Slowdive,Alison,51.0,0.00782,0.276,-1.0,0.449,0.7829999999999999,E,0.108,-11.428,Major,0.0375,101.68700000000001,4-Apr,0.278,Alternative
35646,22513.0,Slowdive,Sugar for the Pill,60.0,0.207,0.5329999999999999,270918.0,0.545,0.797,G,0.113,-7.681,Major,0.0243,98.014,4-Apr,0.419,Rock
38453,28151.0,Slowdive,Alison,58.0,0.00957,0.2789999999999999,-1.0,0.423,0.8370000000000001,E,0.128,-12.06,Major,0.038,101.571,4-Apr,0.291,Rock
16871,54921.0,Slowdive,Sugar for the Pill,55.0,0.207,0.5329999999999999,270918.0,0.545,0.797,G,0.113,-7.681,Major,0.0243,98.014,4-Apr,0.419,Alternative
36035,33692.0,Small Black,No Stranger,56.0,0.0013,0.506,272400.0,0.858,0.00238,C,0.127,-5.099,Major,0.0331,116.984,4-Apr,0.316,Rock
39073,42321.0,Small Black,Breathless,63.0,0.0735,0.5760000000000001,226280.0,0.877,0.0004089999999999,A,0.27,-4.739,Minor,0.0292,119.965,4-Apr,0.625,Rock
17867,52719.0,Small Black,No Stranger,51.0,0.0013,0.506,272400.0,0.858,0.00238,C,0.127,-5.099,Major,0.0331,116.984,4-Apr,0.316,Alternative
16320,34694.0,Small Black,Breathless,52.0,0.0735,0.5760000000000001,226280.0,0.877,0.0004089999999999,A,0.27,-4.739,Minor,0.0292,119.965,4-Apr,0.625,Alternative
18779,72736.0,Smash Mouth,All Star,78.0,0.0319,0.731,200373.0,0.861,0.0,B,0.0829,-5.881,Major,0.0323,104.03399999999999,4-Apr,0.78,Alternative
36373,23033.0,Smash Mouth,All Star,82.0,0.0319,0.731,200373.0,0.861,0.0,B,0.0829,-5.881,Major,0.0323,104.03399999999999,4-Apr,0.78,Rock
19910,82652.0,Smif-N-Wessun,Wreckonize - Remix Vocal,58.0,0.296,0.775,233200.0,0.451,6.31e-06,C#,0.123,-9.164,Major,0.0567,92.986,4-Apr,0.5589999999999999,Alternative
45628,51827.0,Smif-N-Wessun,Wreckonize - Remix Vocal,62.0,0.296,0.775,233200.0,0.451,6.31e-06,C#,0.123,-9.164,Major,0.0567,92.986,4-Apr,0.5589999999999999,Hip-Hop
15230,88576.0,Smif-N-Wessun,Sound Bwoy Bureill,52.0,0.138,0.708,259453.0,0.305,3.08e-06,A,0.139,-14.003,Major,0.8170000000000001,174.15400000000002,4-Apr,0.691,Alternative
46919,68877.0,Smif-N-Wessun,Sound Bwoy Bureill,54.0,0.138,0.708,259453.0,0.305,3.08e-06,A,0.139,-14.003,Major,0.8170000000000001,174.15400000000002,4-Apr,0.691,Hip-Hop
28390,23153.0,Smile Empty Soul,Silhouettes,55.0,0.00228,0.368,237653.0,0.564,0.00965,E,0.0992,-5.75,Major,0.0282,146.313,4-Apr,0.318,Rap
37653,91542.0,Smile Empty Soul,Silhouettes,55.0,0.00228,0.368,237653.0,0.564,0.00965,E,0.0992,-5.75,Major,0.0282,146.313,4-Apr,0.318,Rock
16585,67220.0,Smino,SUMMER SALT (with Bari),47.0,0.278,0.62,147699.0,0.643,0.0,F#,0.156,-6.597,Minor,0.301,155.894,4-Apr,0.15,Alternative
49216,58378.0,Smino,blkswn,61.0,0.313,0.716,-1.0,0.382,0.0,C#,0.0836,-9.158,Major,0.3,106.76299999999999,4-Apr,0.49,Hip-Hop
16557,76352.0,Smino,Coupe Se' Yern,51.0,0.168,0.8420000000000001,151144.0,0.535,1.02e-06,A,0.0927,-8.472999999999999,Major,0.461,76.983,4-Apr,0.713,Alternative
27860,80828.0,Smino,KLINK,60.0,0.1369999999999999,0.782,182000.0,0.614,0.0,A,0.3339999999999999,-6.837999999999999,Minor,0.362,129.028,4-Apr,0.794,Rap
49176,56753.0,Smino,BAM 2x,49.0,0.132,0.688,175392.0,0.43,1.34e-06,C#,0.629,-9.752,Major,0.362,76.439,4-Apr,0.489,Hip-Hop
25006,28170.0,Smino,L.M.F.,63.0,0.354,0.898,-1.0,0.677,4.85e-06,C#,0.449,-6.907,Major,0.362,155.02,4-Apr,0.8640000000000001,Rap
16803,32626.0,Smino,Wild Irish Roses,60.0,0.573,0.632,169320.0,0.305,2.0600000000000003e-05,C,0.3,-11.258,Minor,0.55,86.86399999999999,4-Apr,0.679,Alternative
17037,40083.0,Smino,Glass Flows,48.0,0.633,0.5820000000000001,188209.0,0.519,0.0,D#,0.1009999999999999,-9.878,Minor,0.327,?,4-Apr,0.958,Alternative
16434,38016.0,Smino,KLINK,57.0,0.0994,0.794,182209.0,0.539,0.0,A,0.312,-7.928,Minor,0.391,129.065,4-Apr,0.765,Alternative
48611,36306.0,Smino,Amphetamine,63.0,0.7040000000000001,0.523,469831.0,0.539,1.19e-05,F,0.0952,-9.642,Major,0.564,84.266,4-Apr,0.415,Hip-Hop
48431,88745.0,Smino,Glass Flows,54.0,0.633,0.5820000000000001,188209.0,0.519,0.0,D#,0.1009999999999999,-9.878,Minor,0.327,90.88600000000001,4-Apr,0.958,Hip-Hop
28743,24514.0,Smino,SPINZ,54.0,0.373,0.674,230211.0,0.514,0.0,B,0.13,-8.205,Minor,0.387,67.673,4-Apr,0.233,Rap
18830,26392.0,Smino,VERIZON,46.0,0.1689999999999999,0.826,207826.0,0.397,0.0103,G,0.129,-8.434,Major,0.354,130.06,4-Apr,0.155,Alternative
26970,46380.0,Smino,MERLOT,50.0,0.688,0.588,-1.0,0.525,0.0,E,0.4479999999999999,-8.13,Minor,0.4379999999999999,119.961,4-Apr,0.476,Rap
49848,40048.0,Smino,Runnin,48.0,0.47,0.725,204720.0,0.522,0.0,F#,0.84,-9.851,Minor,0.473,134.16,4-Apr,0.544,Hip-Hop
17547,35292.0,Smino,MERLOT,44.0,0.688,0.588,175248.0,0.525,0.0,E,0.4479999999999999,-8.13,Minor,0.4379999999999999,119.961,4-Apr,0.476,Alternative
16095,78262.0,Smino,FENTY SEX (with Dreezy),49.0,0.71,0.563,-1.0,0.521,3.27e-06,G#,0.148,-9.782,Minor,0.3,142.683,4-Apr,0.61,Alternative
18160,52814.0,Smino,BAM 2x,42.0,0.132,0.688,175392.0,0.43,1.34e-06,C#,0.629,-9.752,Major,0.362,76.439,4-Apr,0.489,Alternative
15195,27348.0,Smino,HOOPTI,46.0,0.439,0.5720000000000001,154700.0,0.581,0.0,C#,0.181,-7.651,Major,0.382,100.551,4-Apr,0.313,Alternative
29977,88381.0,Smino,HOOPTI,52.0,0.439,0.5720000000000001,154700.0,0.581,0.0,C#,0.181,-7.651,Major,0.382,100.551,4-Apr,0.313,Rap
46403,66597.0,Smino,Wild Irish Roses,64.0,0.573,0.632,-1.0,0.305,2.0600000000000003e-05,C,0.3,-11.258,Minor,0.55,86.86399999999999,4-Apr,0.679,Hip-Hop
26822,47368.0,Smino,SUMMER SALT (with Bari),53.0,0.278,0.62,-1.0,0.643,0.0,F#,0.156,-6.597,Minor,0.301,155.894,4-Apr,0.15,Rap
17698,90207.0,Smino,L.M.F.,55.0,0.354,0.898,188500.0,0.677,4.85e-06,C#,0.449,-6.907,Major,0.362,155.02,4-Apr,0.8640000000000001,Alternative
47802,54929.0,Smino,Coupe Se' Yern,56.0,0.168,0.8420000000000001,151144.0,0.535,1.02e-06,A,0.0927,-8.472999999999999,Major,0.461,76.983,4-Apr,0.713,Hip-Hop
15879,71809.0,Smino,Runnin,42.0,0.47,0.725,204720.0,0.522,0.0,F#,0.84,-9.851,Minor,0.473,134.16,4-Apr,0.544,Alternative
48890,30330.0,Smino,KLINK,60.0,0.1369999999999999,0.782,182000.0,0.614,0.0,A,0.3339999999999999,-6.837999999999999,Minor,0.362,129.028,4-Apr,0.794,Hip-Hop
48901,71779.0,Smino,LOW DOWN DERRTY BLUES,49.0,0.163,0.659,195620.0,0.5579999999999999,0.0,C#,0.484,-8.107000000000001,Major,0.47,?,4-Apr,0.501,Hip-Hop
15850,77793.0,Smino,Netflix & Dusse,53.0,0.445,0.703,259339.0,0.331,0.0,G#,0.322,-9.72,Major,0.514,80.118,4-Apr,0.18,Alternative
29787,61401.0,Smino,VERIZON,53.0,0.1689999999999999,0.826,207826.0,0.397,0.0103,G,0.129,-8.434,Major,0.354,130.06,4-Apr,0.155,Rap
45949,70732.0,Smino,HOOPTI,52.0,0.439,0.5720000000000001,154700.0,0.581,0.0,C#,0.181,-7.651,Major,0.382,100.551,4-Apr,0.313,Hip-Hop
26051,46950.0,Smino,KOVERT,53.0,0.8290000000000001,0.784,278500.0,0.3779999999999999,0.000805,D#,0.111,-8.931000000000001,Minor,0.326,76.501,4-Apr,0.588,Rap
26975,42162.0,Smino,Netflix & Dusse,58.0,0.445,0.703,259339.0,0.331,0.0,G#,0.322,-9.72,Major,0.514,80.118,4-Apr,0.18,Rap
18864,79016.0,Smino,KRUSHED ICE (with Valee),45.0,0.215,0.8320000000000001,163169.0,0.484,0.0020399999999999,C,0.1,-6.454,Major,0.392,148.035,4-Apr,0.584,Alternative
45322,89151.0,Smino,KOVERT,53.0,0.8290000000000001,0.784,278500.0,0.3779999999999999,0.000805,D#,0.111,-8.931000000000001,Minor,0.326,76.501,4-Apr,0.588,Hip-Hop
48333,84790.0,Smino,Netflix & Dusse,58.0,0.445,0.703,259339.0,0.331,0.0,G#,0.322,-9.72,Major,0.514,80.118,4-Apr,0.18,Hip-Hop
26407,76579.0,Smino,KRUSHED ICE (with Valee),51.0,0.215,0.8320000000000001,163169.0,0.484,0.0020399999999999,C,0.1,-6.454,Major,0.392,148.035,4-Apr,0.584,Rap
19788,21756.0,Smino,SPINZ,49.0,0.373,0.674,230211.0,0.514,0.0,B,0.13,-8.205,Minor,0.387,67.673,4-Apr,0.233,Alternative
19217,69324.0,Smino,blkswn,54.0,0.313,0.716,172561.0,0.382,0.0,C#,0.0836,-9.158,Major,0.3,106.76299999999999,4-Apr,0.49,Alternative
45412,81510.0,Smino,FENTY SEX (with Dreezy),56.0,0.71,0.563,214977.0,0.521,3.27e-06,G#,0.148,-9.782,Minor,0.3,142.683,4-Apr,0.61,Hip-Hop
25797,37975.0,Smino,Glass Flows,54.0,0.633,0.5820000000000001,188209.0,0.519,0.0,D#,0.1009999999999999,-9.878,Minor,0.327,90.88600000000001,4-Apr,0.958,Rap
15450,23254.0,Smino,LOW DOWN DERRTY BLUES,42.0,0.163,0.659,195620.0,0.5579999999999999,0.0,C#,0.484,-8.107000000000001,Major,0.47,129.064,4-Apr,0.501,Alternative
26594,33310.0,Smino,FENTY SEX (with Dreezy),56.0,0.71,0.563,-1.0,0.521,3.27e-06,G#,0.148,-9.782,Minor,0.3,142.683,4-Apr,0.61,Rap
27776,81252.0,Smino,Amphetamine,63.0,0.7040000000000001,0.523,469831.0,0.539,1.19e-05,F,0.0952,-9.642,Major,0.564,84.266,4-Apr,0.415,Rap
25513,77885.0,Smokepurpp,Glock In My Benz,63.0,0.00613,0.691,201721.0,0.715,0.0,G#,0.0368,-7.215,Major,0.0589,77.223,4-Apr,0.465,Rap
46539,29503.0,Smokepurpp,Phantom,58.0,0.14,0.939,145171.0,0.617,0.0,G,0.1119999999999999,-5.933,Minor,0.298,131.94899999999998,4-Apr,0.68,Hip-Hop
45798,64488.0,Smokepurpp,Phone (feat. NAV),58.0,0.0181,0.802,185806.0,0.489,0.0,F,0.0857,-8.12,Minor,0.128,155.02100000000002,4-Apr,0.613,Hip-Hop
46149,35675.0,Smokepurpp,Audi.,74.0,0.0214,0.794,159522.0,0.366,0.0,G,0.0964,-10.051,Major,0.135,122.993,4-Apr,0.278,Hip-Hop
47255,32491.0,Smokepurpp,Ski Mask,61.0,0.0543,0.856,164773.0,0.158,5.36e-05,G#,0.0842,-18.178,Major,0.441,139.946,4-Apr,0.28,Hip-Hop
26887,75328.0,Smokepurpp,Phone (feat. NAV),58.0,0.0181,0.802,185806.0,0.489,0.0,F,0.0857,-8.12,Minor,0.128,155.02100000000002,4-Apr,0.613,Rap
29592,31172.0,Smokepurpp,Nephew (feat. Lil Pump),76.0,0.00422,0.792,202963.0,0.4539999999999999,0.0,A,0.285,-6.752999999999999,Major,0.4579999999999999,161.993,4-Apr,0.674,Rap
47606,46725.0,Smokepurpp,Big Bucks,58.0,0.0136,0.875,104328.0,0.8440000000000001,4.43e-06,A,0.153,-5.122999999999999,Minor,0.0839,88.039,4-Apr,0.86,Hip-Hop
27028,52202.0,Smokepurpp,Audi.,74.0,0.0214,0.794,159522.0,0.366,0.0,G,0.0964,-10.051,Major,0.135,122.993,4-Apr,0.278,Rap
27224,53094.0,Smokepurpp,Big Bucks,58.0,0.0136,0.875,-1.0,0.8440000000000001,4.43e-06,A,0.153,-5.122999999999999,Minor,0.0839,88.039,4-Apr,0.86,Rap
49312,44228.0,Smokepurpp,Nephew (feat. Lil Pump),76.0,0.00422,0.792,202963.0,0.4539999999999999,0.0,A,0.285,-6.752999999999999,Major,0.4579999999999999,161.993,4-Apr,0.674,Hip-Hop
49043,63033.0,Smokepurpp,Glock In My Benz,63.0,0.00613,0.691,201721.0,0.715,0.0,G#,0.0368,-7.215,Major,0.0589,77.223,4-Apr,0.465,Hip-Hop
28555,77141.0,Smokepurpp,Phantom,58.0,0.14,0.939,145171.0,0.617,0.0,G,0.1119999999999999,-5.933,Minor,0.298,131.94899999999998,4-Apr,0.68,Rap
27672,54690.0,Smokepurpp,Ski Mask,61.0,0.0543,0.856,164773.0,0.158,5.36e-05,G#,0.0842,-18.178,Major,0.441,139.946,4-Apr,0.28,Rap
27258,78629.0,Smooky MarGielaa,"Stay ""100""",61.0,0.0565,0.838,192052.0,0.482,0.0,F,0.193,-9.25,Minor,0.0917,130.037,4-Apr,0.67,Rap
48936,33392.0,Smooky MarGielaa,"Stay ""100""",61.0,0.0565,0.838,-1.0,0.482,0.0,F,0.193,-9.25,Minor,0.0917,130.037,4-Apr,0.67,Hip-Hop
47439,71893.0,Smrtdeath,Madman,62.0,0.0993,0.6629999999999999,141166.0,0.785,1.51e-05,C,0.12,-6.079,Major,0.0776,150.071,4-Apr,0.653,Hip-Hop
26741,41326.0,Smrtdeath,Madman,62.0,0.0993,0.6629999999999999,141166.0,0.785,1.51e-05,C,0.12,-6.079,Major,0.0776,150.071,4-Apr,0.653,Rap
28250,52481.0,Smrtdeath,Everything,60.0,0.193,0.607,159034.0,0.685,0.0,F#,0.12,-9.441,Major,0.0347,145.0,5-Apr,0.635,Rap
49057,82545.0,Smrtdeath,Everything,60.0,0.193,0.607,159034.0,0.685,0.0,F#,0.12,-9.441,Major,0.0347,145.0,5-Apr,0.635,Hip-Hop
49016,53959.0,Snoop Dogg,Gz And Hustlas (feat. Nancy Fletcher),57.0,0.1639999999999999,0.652,275893.0,0.8140000000000001,0.0,C#,0.36,-4.901,Major,0.31,91.88799999999999,4-Apr,0.7879999999999999,Hip-Hop
45072,53740.0,Snoop Dogg,Lodi Dodi (feat. Nancy Fletcher),55.0,0.0114,0.49,301400.0,0.763,0.0,G#,0.138,-3.802,Major,0.108,79.015,4-Apr,0.632,Hip-Hop
26878,72326.0,Snoop Dogg,Beautiful,65.0,0.299,0.893,299147.0,0.74,0.0,B,0.0881,-4.936,Minor,0.132,101.025,4-Apr,0.963,Rap
28775,37235.0,Snoop Dogg,Gz And Hustlas (feat. Nancy Fletcher),57.0,0.1639999999999999,0.652,275893.0,0.8140000000000001,0.0,C#,0.36,-4.901,Major,0.31,?,4-Apr,0.7879999999999999,Rap
48815,77237.0,Snoop Dogg,Beautiful,65.0,0.299,0.893,299147.0,0.74,0.0,B,0.0881,-4.936,Minor,0.132,101.025,4-Apr,0.963,Hip-Hop
28774,69973.0,Snoop Dogg,Gin And Juice (feat. Dat Nigga Daz),74.0,0.0285,0.5489999999999999,211493.0,0.853,0.000296,G,0.618,-4.293,Major,0.188,94.695,4-Apr,0.346,Rap
27809,59288.0,Snoop Dogg,Lodi Dodi (feat. Nancy Fletcher),55.0,0.0114,0.49,301400.0,0.763,0.0,G#,0.138,-3.802,Major,0.108,79.015,4-Apr,0.632,Rap
48358,56235.0,Snoop Dogg,Gin And Juice (feat. Dat Nigga Daz),74.0,0.0285,0.5489999999999999,211493.0,0.853,0.000296,G,0.618,-4.293,Major,0.188,94.695,4-Apr,0.346,Hip-Hop
35388,24127.0,Soda Stereo,Cuando Pase El Temblor - Remasterizado 2007,72.0,0.0314,0.652,229160.0,0.607,0.00285,C,0.0721,-8.657,Major,0.0368,94.089,4-Apr,0.72,Rock
37278,31723.0,Soda Stereo,Persiana Americana - Remasterizado 2007,71.0,0.0123,0.602,292267.0,0.916,0.00134,E,0.133,-5.417999999999999,Minor,0.0399,101.212,4-Apr,0.5489999999999999,Rock
17394,60688.0,Soda Stereo,Cuando Pase El Temblor - Remasterizado 2007,67.0,0.0314,0.652,229160.0,0.607,0.00285,C,0.0721,-8.657,Major,0.0368,94.089,4-Apr,0.72,Alternative
19939,84957.0,Soda Stereo,Persiana Americana - Remasterizado 2007,65.0,0.0123,0.602,292267.0,0.916,0.00134,E,0.133,-5.417999999999999,Minor,0.0399,101.212,4-Apr,0.5489999999999999,Alternative
38430,44932.0,Soil,Halo,65.0,2.87e-05,0.529,195653.0,0.92,0.00202,D#,0.0582,-4.168,Major,0.0649,111.132,4-Apr,0.4379999999999999,Rock
17872,57804.0,Soil,Halo,60.0,2.87e-05,0.529,195653.0,0.92,0.00202,D#,0.0582,-4.168,Major,0.0649,111.132,4-Apr,0.4379999999999999,Alternative
29970,81372.0,Soil,Halo,65.0,2.87e-05,0.529,195653.0,0.92,0.00202,D#,0.0582,-4.168,Major,0.0649,111.132,4-Apr,0.4379999999999999,Rap
33120,87101.0,Solomon Burke,Cry to Me,58.0,0.623,0.733,154907.0,0.624,0.0,E,0.407,-9.849,Major,0.0374,?,4-Apr,0.912,Blues
13864,27195.0,Solomon Burke,Cry to Me,61.0,0.623,0.733,154907.0,0.624,0.0,E,0.407,-9.849,Major,0.0374,?,4-Apr,0.912,Jazz
32119,38841.0,Solomon Burke,Don't Give Up On Me,49.0,0.8,0.55,225533.0,0.368,9.1e-05,C,0.118,-11.275,Minor,0.0698,136.983,3-Apr,0.16,Blues
13915,43049.0,Solomon Burke,Don't Give Up On Me,54.0,0.8,0.55,-1.0,0.368,9.1e-05,C,0.118,-11.275,Minor,0.0698,136.983,3-Apr,0.16,Jazz
46653,39029.0,SonReal,Can I Get A Witness,60.0,0.1169999999999999,0.774,196253.0,0.5870000000000001,0.0,C,0.133,-4.65,Minor,0.0326,99.986,4-Apr,0.943,Hip-Hop
26643,60664.0,SonReal,Can I Get A Witness,60.0,0.1169999999999999,0.774,196253.0,0.5870000000000001,0.0,C,0.133,-4.65,Minor,0.0326,?,4-Apr,0.943,Rap
36469,27687.0,Sonic Youth,Incinerate,49.0,0.096,0.52,295813.0,0.858,0.588,G#,0.14,-7.914,Major,0.0358,76.76100000000001,4-Apr,0.444,Rock
30599,36219.0,Sonic Youth,Incinerate,47.0,0.096,0.52,295813.0,0.858,0.588,G#,0.14,-7.914,Major,0.0358,76.76100000000001,4-Apr,0.444,Blues
28139,31535.0,Soulja Boy,Rich N Whippin,54.0,0.221,0.858,268000.0,0.6579999999999999,0.0,A,0.133,-5.539,Minor,0.253,?,4-Apr,0.351,Rap
49376,21374.0,Soulja Boy,Pretty Boy Swag,67.0,0.141,0.835,236093.0,0.437,0.0,G#,0.352,-5.1080000000000005,Major,0.0722,123.126,4-Apr,0.128,Hip-Hop
46824,58174.0,Soulja Boy,Rich N Whippin,54.0,0.221,0.858,268000.0,0.6579999999999999,0.0,A,0.133,-5.539,Minor,0.253,130.018,4-Apr,0.351,Hip-Hop
27184,39843.0,Soulja Boy,Pretty Boy Swag,67.0,0.141,0.835,236093.0,0.437,0.0,G#,0.352,-5.1080000000000005,Major,0.0722,123.126,4-Apr,0.128,Rap
19651,46621.0,Souls Of Mischief,93 'Til Infinity,67.0,0.125,0.59,-1.0,0.672,1.04e-06,C#,0.147,-11.792,Major,0.412,206.247,4-Apr,0.688,Alternative
28612,24215.0,Souls Of Mischief,93 'Til Infinity,69.0,0.125,0.59,286440.0,0.672,1.04e-06,C#,0.147,-11.792,Major,0.412,206.247,4-Apr,0.688,Rap
14120,63918.0,Souls Of Mischief,93 'Til Infinity,69.0,0.125,0.59,286440.0,0.672,1.04e-06,C#,0.147,-11.792,Major,0.412,206.247,4-Apr,0.688,Jazz
45536,31691.0,Souls Of Mischief,93 'Til Infinity,69.0,0.125,0.59,286440.0,0.672,1.04e-06,C#,0.147,-11.792,Major,0.412,206.247,4-Apr,0.688,Hip-Hop
19130,23119.0,Soundgarden,Blow Up The Outside World,52.0,0.000807,0.33,345667.0,0.529,0.214,A,0.126,-10.043,Major,0.0358,140.156,4-Apr,0.148,Alternative
39960,23005.0,Soundgarden,Blow Up The Outside World,56.0,0.000807,0.33,345667.0,0.529,0.214,A,0.126,-10.043,Major,0.0358,140.156,4-Apr,0.148,Rock
46058,34038.0,South Park Mexican,You Know My Name,50.0,0.000398,0.888,284333.0,0.6859999999999999,0.243,D,0.173,-7.564,Major,0.0335,121.294,4-Apr,0.636,Hip-Hop
47856,85102.0,South Park Mexican,Mexican Radio,55.0,0.0637,0.746,-1.0,0.487,0.0,D#,0.303,-5.626,Minor,0.0738,?,4-Apr,0.283,Hip-Hop
25159,30272.0,South Park Mexican,SPM vs Los,49.0,0.045,0.8,-1.0,0.619,0.0,E,0.0681,-8.943,Major,0.168,?,4-Apr,0.585,Rap
27604,69415.0,South Park Mexican,Mexican Radio,55.0,0.0637,0.746,284960.0,0.487,0.0,D#,0.303,-5.626,Minor,0.0738,74.964,4-Apr,0.283,Rap
